version,topology,graph_name,method,base_method,lambda,adaptive_lambda_initial,n,m,density,avg_degree,max_degree,min_cardinality,max_cardinality,avg_cardinality,family,cardinality_mode,induced_width,max_clique_size,total_fill_edges,peak_factor_entries,peak_factor_log10,final_edge_count,ve_status,ve_runtime,ve_max_observed_entries,ve_factor_ops,ordering_time,total_runtime,order_prefix,status,p,seed,rows,cols,attachment_m,source,benchmark
v2,low_treewidth,tree_n50,weighted_min_fill,weighted_min_fill,,0.0,50,49,0.04,1.96,5,2,5,3.36,tree,mixed,1,2,0,25,1.3979400086720377,49,ok,0.0010445410007378086,25,148,0.001767375011695549,0.0028119160124333575,"tree50s50_1,tree50s50_10,tree50s50_15,tree50s50_12,tree50s50_17,tree50s50_2,tree50s50_23,tree50s50_11",ok,,,,,,,
v2,low_treewidth,tree_n50,hybrid_degree_lam0.1,hybrid,0.1,0.0,50,49,0.04,1.96,5,2,5,3.36,tree,mixed,1,2,0,25,1.3979400086720377,49,ok,0.0010568750003585592,25,148,0.005040999996708706,0.006097874997067265,"tree50s50_15,tree50s50_12,tree50s50_23,tree50s50_40,tree50s50_42,tree50s50_31,tree50s50_19,tree50s50_45",ok,,,,,,,
v2,low_treewidth,tree_n50,fill_pressure_lam0,fill_pressure,0.0,0.0,50,49,0.04,1.96,5,2,5,3.36,tree,mixed,1,2,0,25,1.3979400086720377,49,ok,0.0010462920035934076,25,148,0.0045154590043239295,0.005561751007917337,"tree50s50_1,tree50s50_10,tree50s50_15,tree50s50_12,tree50s50_17,tree50s50_2,tree50s50_23,tree50s50_11",ok,,,,,,,
v2,low_treewidth,tree_n50,fill_pressure_lam0.01,fill_pressure,0.01,0.0,50,49,0.04,1.96,5,2,5,3.36,tree,mixed,1,2,0,25,1.3979400086720377,49,ok,0.0010418329911772162,25,148,0.004604749992722645,0.005646582983899862,"tree50s50_1,tree50s50_10,tree50s50_15,tree50s50_12,tree50s50_17,tree50s50_2,tree50s50_23,tree50s50_11",ok,,,,,,,
v2,low_treewidth,tree_n50,fill_pressure_lam0.05,fill_pressure,0.05,0.0,50,49,0.04,1.96,5,2,5,3.36,tree,mixed,1,2,0,25,1.3979400086720377,49,ok,0.0010343749891035259,25,148,0.0044832499988842756,0.005517624987987801,"tree50s50_1,tree50s50_10,tree50s50_15,tree50s50_12,tree50s50_17,tree50s50_2,tree50s50_23,tree50s50_11",ok,,,,,,,
v2,low_treewidth,tree_n50,fill_pressure_lam0.1,fill_pressure,0.1,0.0,50,49,0.04,1.96,5,2,5,3.36,tree,mixed,1,2,0,25,1.3979400086720377,49,ok,0.00107683299575001,25,148,0.004596041006152518,0.005672874001902528,"tree50s50_1,tree50s50_10,tree50s50_15,tree50s50_12,tree50s50_17,tree50s50_2,tree50s50_23,tree50s50_11",ok,,,,,,,
v2,low_treewidth,tree_n50,fill_pressure_lam0.5,fill_pressure,0.5,0.0,50,49,0.04,1.96,5,2,5,3.36,tree,mixed,1,2,0,25,1.3979400086720377,49,ok,0.0011772080033551902,25,148,0.004753874993184581,0.0059310829965397716,"tree50s50_1,tree50s50_10,tree50s50_15,tree50s50_12,tree50s50_17,tree50s50_2,tree50s50_23,tree50s50_11",ok,,,,,,,
v2,low_treewidth,tree_n50,fill_pressure_lam1,fill_pressure,1.0,0.0,50,49,0.04,1.96,5,2,5,3.36,tree,mixed,1,2,0,25,1.3979400086720377,49,ok,0.0010449160035932437,25,148,0.004516583998338319,0.005561500001931563,"tree50s50_1,tree50s50_10,tree50s50_15,tree50s50_12,tree50s50_17,tree50s50_2,tree50s50_23,tree50s50_11",ok,,,,,,,
v2,low_treewidth,tree_n50,fill_pressure_lam2,fill_pressure,2.0,0.0,50,49,0.04,1.96,5,2,5,3.36,tree,mixed,1,2,0,25,1.3979400086720377,49,ok,0.0010479589982423931,25,148,0.004557374995783903,0.005605333994026296,"tree50s50_1,tree50s50_10,tree50s50_15,tree50s50_12,tree50s50_17,tree50s50_2,tree50s50_23,tree50s50_11",ok,,,,,,,
v2,low_treewidth,tree_n50,adaptive_fill_pressure,adaptive_fill_pressure,,0.0,50,49,0.04,1.96,5,2,5,3.36,tree,mixed,1,2,0,25,1.3979400086720377,49,ok,0.0010620829998515546,25,148,0.008913124998798594,0.009975207998650149,"tree50s50_1,tree50s50_10,tree50s50_15,tree50s50_12,tree50s50_17,tree50s50_2,tree50s50_23,tree50s50_11",ok,,,,,,,
v2,low_treewidth,tree_n100,min_degree,min_degree,,0.0,100,99,0.02,1.98,5,2,5,3.28,tree,mixed,1,2,0,25,1.3979400086720377,99,ok,0.002809249999700114,25,298,0.002634792006574571,0.005444042006274685,"tree100s100_10,tree100s100_15,tree100s100_16,tree100s100_19,tree100s100_2,tree100s100_20,tree100s100_21,tree100s100_23",ok,,,,,,,
v2,low_treewidth,tree_n100,min_fill,min_fill,,0.0,100,99,0.02,1.98,5,2,5,3.28,tree,mixed,1,2,0,25,1.3979400086720377,99,ok,0.0027834170032292604,25,298,0.005586415994912386,0.008369832998141646,"tree100s100_10,tree100s100_15,tree100s100_16,tree100s100_19,tree100s100_2,tree100s100_20,tree100s100_21,tree100s100_23",ok,,,,,,,
v2,low_treewidth,tree_n100,weighted_min_fill,weighted_min_fill,,0.0,100,99,0.02,1.98,5,2,5,3.28,tree,mixed,1,2,0,25,1.3979400086720377,99,ok,0.0027442910068202764,25,298,0.006559333996847272,0.009303625003667548,"tree100s100_10,tree100s100_15,tree100s100_16,tree100s100_19,tree100s100_2,tree100s100_20,tree100s100_21,tree100s100_23",ok,,,,,,,
v2,low_treewidth,tree_n100,hybrid_degree_lam0.1,hybrid,0.1,0.0,100,99,0.02,1.98,5,2,5,3.28,tree,mixed,1,2,0,25,1.3979400086720377,99,ok,0.0027175840077688918,25,298,0.019340124999871477,0.02205770900764037,"tree100s100_19,tree100s100_2,tree100s100_21,tree100s100_26,tree100s100_29,tree100s100_30,tree100s100_31,tree100s100_33",ok,,,,,,,
v2,low_treewidth,tree_n100,fill_pressure_lam0,fill_pressure,0.0,0.0,100,99,0.02,1.98,5,2,5,3.28,tree,mixed,1,2,0,25,1.3979400086720377,99,ok,0.0027410830080043525,25,298,0.018255957998917438,0.02099704100692179,"tree100s100_10,tree100s100_15,tree100s100_16,tree100s100_19,tree100s100_2,tree100s100_20,tree100s100_21,tree100s100_23",ok,,,,,,,
v2,low_treewidth,tree_n100,fill_pressure_lam0.01,fill_pressure,0.01,0.0,100,99,0.02,1.98,5,2,5,3.28,tree,mixed,1,2,0,25,1.3979400086720377,99,ok,0.0027952919917879626,25,298,0.01808724999136757,0.020882541983155534,"tree100s100_10,tree100s100_15,tree100s100_16,tree100s100_19,tree100s100_2,tree100s100_20,tree100s100_21,tree100s100_23",ok,,,,,,,
v2,low_treewidth,tree_n100,fill_pressure_lam0.05,fill_pressure,0.05,0.0,100,99,0.02,1.98,5,2,5,3.28,tree,mixed,1,2,0,25,1.3979400086720377,99,ok,0.0027228330000070855,25,298,0.01812108399462886,0.020843916994635947,"tree100s100_10,tree100s100_15,tree100s100_16,tree100s100_19,tree100s100_2,tree100s100_20,tree100s100_21,tree100s100_23",ok,,,,,,,
v2,low_treewidth,tree_n100,fill_pressure_lam0.1,fill_pressure,0.1,0.0,100,99,0.02,1.98,5,2,5,3.28,tree,mixed,1,2,0,25,1.3979400086720377,99,ok,0.0028053749992977828,25,298,0.018381917005172,0.021187292004469782,"tree100s100_10,tree100s100_15,tree100s100_16,tree100s100_19,tree100s100_2,tree100s100_20,tree100s100_21,tree100s100_23",ok,,,,,,,
v2,low_treewidth,tree_n100,fill_pressure_lam0.5,fill_pressure,0.5,0.0,100,99,0.02,1.98,5,2,5,3.28,tree,mixed,1,2,0,25,1.3979400086720377,99,ok,0.0027190840046387166,25,298,0.01809987500018906,0.020818959004827775,"tree100s100_10,tree100s100_15,tree100s100_16,tree100s100_19,tree100s100_2,tree100s100_20,tree100s100_21,tree100s100_23",ok,,,,,,,
v2,low_treewidth,tree_n100,fill_pressure_lam1,fill_pressure,1.0,0.0,100,99,0.02,1.98,5,2,5,3.28,tree,mixed,1,2,0,25,1.3979400086720377,99,ok,0.0027550000086193904,25,298,0.01809054199839011,0.0208455420070095,"tree100s100_10,tree100s100_15,tree100s100_16,tree100s100_19,tree100s100_2,tree100s100_20,tree100s100_21,tree100s100_23",ok,,,,,,,
v2,low_treewidth,tree_n100,fill_pressure_lam2,fill_pressure,2.0,0.0,100,99,0.02,1.98,5,2,5,3.28,tree,mixed,1,2,0,25,1.3979400086720377,99,ok,0.0027997500001220033,25,298,0.018142916989745572,0.020942666989867575,"tree100s100_10,tree100s100_15,tree100s100_16,tree100s100_19,tree100s100_2,tree100s100_20,tree100s100_21,tree100s100_23",ok,,,,,,,
v2,low_treewidth,tree_n100,adaptive_fill_pressure,adaptive_fill_pressure,,0.0,100,99,0.02,1.98,5,2,5,3.28,tree,mixed,1,2,0,25,1.3979400086720377,99,ok,0.002759458002401516,25,298,0.03356754200649448,0.03632700000889599,"tree100s100_10,tree100s100_15,tree100s100_16,tree100s100_19,tree100s100_2,tree100s100_20,tree100s100_21,tree100s100_23",ok,,,,,,,
v2,low_treewidth,tree_n200,min_degree,min_degree,,0.0,200,199,0.01,1.99,6,2,5,3.09,tree,mixed,1,2,0,25,1.3979400086720377,199,ok,0.008103375002974644,25,598,0.010158416989725083,0.018261791992699727,"tree200s200_1,tree200s200_10,tree200s200_101,tree200s200_102,tree200s200_104,tree200s200_106,tree200s200_109,tree200s200_111",ok,,,,,,,
v2,low_treewidth,tree_n200,min_fill,min_fill,,0.0,200,199,0.01,1.99,6,2,5,3.09,tree,mixed,1,2,0,25,1.3979400086720377,199,ok,0.011124915996333584,25,598,0.024723916008952074,0.03584883200528566,"tree200s200_1,tree200s200_10,tree200s200_101,tree200s200_102,tree200s200_104,tree200s200_106,tree200s200_109,tree200s200_111",ok,,,,,,,
v2,low_treewidth,tree_n200,weighted_min_fill,weighted_min_fill,,0.0,200,199,0.01,1.99,6,2,5,3.09,tree,mixed,1,2,0,25,1.3979400086720377,199,ok,0.008047791998251341,25,598,0.027246083001955412,0.035293875000206754,"tree200s200_1,tree200s200_10,tree200s200_101,tree200s200_102,tree200s200_104,tree200s200_106,tree200s200_109,tree200s200_111",ok,,,,,,,
v2,low_treewidth,tree_n200,hybrid_degree_lam0.1,hybrid,0.1,0.0,200,199,0.01,1.99,6,2,5,3.09,tree,mixed,2,3,9,25,1.3979400086720377,208,ok,0.007971125000040047,25,598,0.07780612500209827,0.08577725000213832,"tree200s200_106,tree200s200_117,tree200s200_118,tree200s200_126,tree200s200_137,tree200s200_143,tree200s200_146,tree200s200_147",ok,,,,,,,
v2,low_treewidth,tree_n200,fill_pressure_lam0,fill_pressure,0.0,0.0,200,199,0.01,1.99,6,2,5,3.09,tree,mixed,1,2,0,25,1.3979400086720377,199,ok,0.008170417000656016,25,598,0.07430500000191387,0.08247541700256988,"tree200s200_1,tree200s200_10,tree200s200_101,tree200s200_102,tree200s200_104,tree200s200_106,tree200s200_109,tree200s200_111",ok,,,,,,,
v2,low_treewidth,tree_n200,fill_pressure_lam0.01,fill_pressure,0.01,0.0,200,199,0.01,1.99,6,2,5,3.09,tree,mixed,1,2,0,25,1.3979400086720377,199,ok,0.008071417003520764,25,598,0.07430570900032762,0.08237712600384839,"tree200s200_1,tree200s200_10,tree200s200_101,tree200s200_102,tree200s200_104,tree200s200_106,tree200s200_109,tree200s200_111",ok,,,,,,,
v2,low_treewidth,tree_n200,fill_pressure_lam0.05,fill_pressure,0.05,0.0,200,199,0.01,1.99,6,2,5,3.09,tree,mixed,1,2,0,25,1.3979400086720377,199,ok,0.008029125005123205,25,598,0.07401970798673574,0.08204883299185894,"tree200s200_1,tree200s200_10,tree200s200_101,tree200s200_102,tree200s200_104,tree200s200_106,tree200s200_109,tree200s200_111",ok,,,,,,,
