topology,graph_name,method,base_method,lambda,n,m,density,avg_degree,max_degree,min_cardinality,max_cardinality,avg_cardinality,family,cardinality_mode,induced_width,max_clique_size,total_fill_edges,peak_factor_entries,peak_factor_log10,final_edge_count,ve_status,ve_runtime,ve_max_observed_entries,ve_factor_ops,ordering_time,total_runtime,status,p,seed,rows,cols,attachment_m,source,layers,max_parents
random,er_n120_p0.03_s1,hybrid_lam0,hybrid,0.0,120,224,0.03137254901960784,3.7333333333333334,12,2,5,3.066666666666667,erdos_renyi,mixed,22,23,455,62208000000,10.793846238910161,679,skipped_factor_cutoff,,23040,336,0.1003417920001084,,ok,0.03,1.0,,,,,,
random,er_n120_p0.03_s1,hybrid_lam0.01,hybrid,0.01,120,224,0.03137254901960784,3.7333333333333334,12,2,5,3.066666666666667,erdos_renyi,mixed,22,23,455,62208000000,10.793846238910161,679,skipped_factor_cutoff,,23040,336,0.10015650000423193,,ok,0.03,1.0,,,,,,
random,er_n120_p0.03_s1,hybrid_lam0.05,hybrid,0.05,120,224,0.03137254901960784,3.7333333333333334,12,2,5,3.066666666666667,erdos_renyi,mixed,22,23,455,62208000000,10.793846238910161,679,skipped_factor_cutoff,,23040,336,0.1004787080019014,,ok,0.03,1.0,,,,,,
random,er_n120_p0.03_s1,hybrid_lam0.1,hybrid,0.1,120,224,0.03137254901960784,3.7333333333333334,12,2,5,3.066666666666667,erdos_renyi,mixed,22,23,459,149299200000,11.174057480621768,683,skipped_factor_cutoff,,138240,337,0.10167729199747555,,ok,0.03,1.0,,,,,,
random,er_n120_p0.03_s1,hybrid_lam0.5,hybrid,0.5,120,224,0.03137254901960784,3.7333333333333334,12,2,5,3.066666666666667,erdos_renyi,mixed,21,22,467,19906560000,10.298996217230068,691,skipped_factor_cutoff,,122880,341,0.1030425000062678,,ok,0.03,1.0,,,,,,
random,er_n120_p0.03_s1,hybrid_lam1,hybrid,1.0,120,224,0.03137254901960784,3.7333333333333334,12,2,5,3.066666666666667,erdos_renyi,mixed,21,22,467,19906560000,10.298996217230068,691,skipped_factor_cutoff,,122880,341,0.1036515000014333,,ok,0.03,1.0,,,,,,
random,er_n120_p0.03_s1,hybrid_lam2,hybrid,2.0,120,224,0.03137254901960784,3.7333333333333334,12,2,5,3.066666666666667,erdos_renyi,mixed,21,22,467,19906560000,10.298996217230068,691,skipped_factor_cutoff,,122880,341,0.10419537501002196,,ok,0.03,1.0,,,,,,
random,er_n120_p0.03_s2,min_degree,min_degree,,120,225,0.031512605042016806,3.75,9,2,5,3.025,erdos_renyi,mixed,24,25,565,298598400000,11.475087476285749,790,skipped_factor_cutoff,,207360,339,0.00465470900235232,,ok,0.03,2.0,,,,,,
random,er_n120_p0.03_s2,min_fill,min_fill,,120,225,0.031512605042016806,3.75,9,2,5,3.025,erdos_renyi,mixed,23,24,539,13824000000,10.140633725134819,764,skipped_factor_cutoff,,216000,357,0.03873829200165346,,ok,0.03,2.0,,,,,,
random,er_n120_p0.03_s2,weighted_min_fill,weighted_min_fill,,120,225,0.031512605042016806,3.75,9,2,5,3.025,erdos_renyi,mixed,24,25,531,66355200000,10.821874962510405,756,skipped_factor_cutoff,,76800,354,0.04987645900109783,,ok,0.03,2.0,,,,,,
random,er_n120_p0.03_s2,hybrid_lam0,hybrid,0.0,120,225,0.031512605042016806,3.75,9,2,5,3.025,erdos_renyi,mixed,24,25,531,66355200000,10.821874962510405,756,skipped_factor_cutoff,,76800,354,0.11609241699625272,,ok,0.03,2.0,,,,,,
random,er_n120_p0.03_s2,hybrid_lam0.01,hybrid,0.01,120,225,0.031512605042016806,3.75,9,2,5,3.025,erdos_renyi,mixed,23,24,532,13271040000,10.122904958174386,757,skipped_factor_cutoff,,216000,355,0.1163337090110872,,ok,0.03,2.0,,,,,,
random,er_n120_p0.03_s2,hybrid_lam0.05,hybrid,0.05,120,225,0.031512605042016806,3.75,9,2,5,3.025,erdos_renyi,mixed,23,24,531,13271040000,10.122904958174386,756,skipped_factor_cutoff,,216000,355,0.11614633300632704,,ok,0.03,2.0,,,,,,
random,er_n120_p0.03_s2,hybrid_lam0.1,hybrid,0.1,120,225,0.031512605042016806,3.75,9,2,5,3.025,erdos_renyi,mixed,24,25,542,16588800000,10.219814971182442,767,skipped_factor_cutoff,,103680,357,0.1171162089885911,,ok,0.03,2.0,,,,,,
random,er_n120_p0.03_s2,hybrid_lam0.5,hybrid,0.5,120,225,0.031512605042016806,3.75,9,2,5,3.025,erdos_renyi,mixed,25,26,555,66355200000,10.821874962510405,780,skipped_factor_cutoff,,216000,348,0.11794895800994709,,ok,0.03,2.0,,,,,,
random,er_n120_p0.03_s2,hybrid_lam1,hybrid,1.0,120,225,0.031512605042016806,3.75,9,2,5,3.025,erdos_renyi,mixed,24,25,554,110592000000,11.043723712126763,779,skipped_factor_cutoff,,135000,315,0.12014870799612254,,ok,0.03,2.0,,,,,,
random,er_n120_p0.03_s2,hybrid_lam2,hybrid,2.0,120,225,0.031512605042016806,3.75,9,2,5,3.025,erdos_renyi,mixed,24,25,553,138240000000,11.140633725134819,778,skipped_factor_cutoff,,135000,315,0.1198210000002291,,ok,0.03,2.0,,,,,,
random,er_n120_p0.06_s0,min_degree,min_degree,,120,456,0.06386554621848739,7.6,16,2,5,2.85,erdos_renyi,mixed,45,46,1480,15028949562163200000,19.17692862694096,1936,skipped_factor_cutoff,,184320,312,0.007959875001688488,,ok,0.06,0.0,,,,,,
random,er_n120_p0.06_s0,min_fill,min_fill,,120,456,0.06386554621848739,7.6,16,2,5,2.85,erdos_renyi,mixed,47,48,1506,240463192994611200000,20.381048609596885,1962,skipped_factor_cutoff,,30000,287,0.24977133299398702,,ok,0.06,0.0,,,,,,
random,er_n120_p0.06_s0,weighted_min_fill,weighted_min_fill,,120,456,0.06386554621848739,7.6,16,2,5,2.85,erdos_renyi,mixed,48,49,1520,128247036263792640000,20.108047337533147,1976,skipped_factor_cutoff,,73728,293,0.37173475000599865,,ok,0.06,0.0,,,,,,
random,er_n120_p0.06_s0,hybrid_lam0,hybrid,0.0,120,456,0.06386554621848739,7.6,16,2,5,2.85,erdos_renyi,mixed,48,49,1520,128247036263792640000,20.108047337533147,1976,skipped_factor_cutoff,,73728,293,0.6370306659955531,,ok,0.06,0.0,,,,,,
random,er_n120_p0.06_s0,hybrid_lam0.01,hybrid,0.01,120,456,0.06386554621848739,7.6,16,2,5,2.85,erdos_renyi,mixed,48,49,1513,240463192994611200000,20.381048609596885,1969,skipped_factor_cutoff,,73728,293,0.636230207994231,,ok,0.06,0.0,,,,,,
random,er_n120_p0.06_s0,hybrid_lam0.05,hybrid,0.05,120,456,0.06386554621848739,7.6,16,2,5,2.85,erdos_renyi,mixed,47,48,1504,240463192994611200000,20.381048609596885,1960,skipped_factor_cutoff,,73728,302,0.6353693749988452,,ok,0.06,0.0,,,,,,
random,er_n120_p0.06_s0,hybrid_lam0.1,hybrid,0.1,120,456,0.06386554621848739,7.6,16,2,5,2.85,erdos_renyi,mixed,44,45,1481,8015439766487040000,18.903927354877222,1937,skipped_factor_cutoff,,51200,311,0.6402811250009108,,ok,0.06,0.0,,,,,,
random,er_n120_p0.06_s0,hybrid_lam0.5,hybrid,0.5,120,456,0.06386554621848739,7.6,16,2,5,2.85,erdos_renyi,mixed,45,46,1509,3562417673994240000,18.55174483676586,1965,skipped_factor_cutoff,,72000,303,0.651680666996981,,ok,0.06,0.0,,,,,,
random,er_n120_p0.06_s0,hybrid_lam1,hybrid,1.0,120,456,0.06386554621848739,7.6,16,2,5,2.85,erdos_renyi,mixed,45,46,1559,2885558315935334400,18.46022985564451,2015,skipped_factor_cutoff,,72000,246,0.6741519159986638,,ok,0.06,0.0,,,,,,
random,er_n120_p0.06_s0,hybrid_lam2,hybrid,2.0,120,456,0.06386554621848739,7.6,16,2,5,2.85,erdos_renyi,mixed,47,48,1598,324625310542725120000,20.51138237809189,2054,skipped_factor_cutoff,,72000,279,0.6815305420022923,,ok,0.06,0.0,,,,,,
random,er_n120_p0.06_s1,min_degree,min_degree,,120,447,0.06260504201680672,7.45,18,2,5,3.066666666666667,erdos_renyi,mixed,48,49,1549,15216811431690240000000,22.182323658827666,1996,skipped_factor_cutoff,,230400,310,0.007924375007860363,,ok,0.06,1.0,,,,,,
random,er_n120_p0.06_s1,min_fill,min_fill,,120,447,0.06260504201680672,7.45,18,2,5,3.066666666666667,erdos_renyi,mixed,47,48,1534,5072270477230080000000,21.705202404108004,1981,skipped_factor_cutoff,,230400,285,0.2460257500060834,,ok,0.06,1.0,,,,,,
random,er_n120_p0.06_s1,weighted_min_fill,weighted_min_fill,,120,447,0.06260504201680672,7.45,18,2,5,3.066666666666667,erdos_renyi,mixed,44,45,1505,21134460321792000000,19.324991162396397,1952,skipped_factor_cutoff,,230400,273,0.2852362080011517,,ok,0.06,1.0,,,,,,
random,er_n120_p0.06_s1,hybrid_lam0,hybrid,0.0,120,447,0.06260504201680672,7.45,18,2,5,3.066666666666667,erdos_renyi,mixed,44,45,1505,21134460321792000000,19.324991162396397,1952,skipped_factor_cutoff,,230400,273,0.6126801670034183,,ok,0.06,1.0,,,,,,
random,er_n120_p0.06_s1,hybrid_lam0.01,hybrid,0.01,120,447,0.06260504201680672,7.45,18,2,5,3.066666666666667,erdos_renyi,mixed,44,45,1505,21134460321792000000,19.324991162396397,1952,skipped_factor_cutoff,,230400,273,0.6739419590012403,,ok,0.06,1.0,,,,,,
random,er_n120_p0.06_s1,hybrid_lam0.05,hybrid,0.05,120,447,0.06260504201680672,7.45,18,2,5,3.066666666666667,erdos_renyi,mixed,44,45,1531,20289081908920320000,19.307262395435966,1978,skipped_factor_cutoff,,230400,283,0.6281155000033323,,ok,0.06,1.0,,,,,,
random,er_n120_p0.06_s1,hybrid_lam0.1,hybrid,0.1,120,447,0.06260504201680672,7.45,18,2,5,3.066666666666667,erdos_renyi,mixed,44,45,1526,20289081908920320000,19.307262395435966,1973,skipped_factor_cutoff,,230400,290,0.6170690829894738,,ok,0.06,1.0,,,,,,
random,er_n120_p0.06_s1,hybrid_lam0.5,hybrid,0.5,120,447,0.06260504201680672,7.45,18,2,5,3.066666666666667,erdos_renyi,mixed,44,45,1559,152168114316902400000,20.182323658827666,2006,skipped_factor_cutoff,,122880,263,0.6432772909902269,,ok,0.06,1.0,,,,,,
random,er_n120_p0.06_s1,hybrid_lam1,hybrid,1.0,120,447,0.06260504201680672,7.45,18,2,5,3.066666666666667,erdos_renyi,mixed,45,46,1560,90173697372979200000,19.955079877324604,2007,skipped_factor_cutoff,,122880,255,0.6448112920043059,,ok,0.06,1.0,,,,,,
random,er_n120_p0.06_s1,hybrid_lam2,hybrid,2.0,120,447,0.06260504201680672,7.45,18,2,5,3.066666666666667,erdos_renyi,mixed,48,49,1608,11888133931008000000000,22.075113689179798,2055,skipped_factor_cutoff,,122880,231,0.6696693330013659,,ok,0.06,1.0,,,,,,
random,er_n120_p0.06_s2,min_degree,min_degree,,120,434,0.060784313725490195,7.233333333333333,14,2,5,3.025,erdos_renyi,mixed,48,49,1596,8453784128716800000000,21.92705115372436,2030,skipped_factor_cutoff,,28800,253,0.008428916000411846,,ok,0.06,2.0,,,,,,
random,er_n120_p0.06_s2,min_fill,min_fill,,120,434,0.060784313725490195,7.233333333333333,14,2,5,3.025,erdos_renyi,mixed,47,48,1577,46965467381760000000000,22.671778648621054,2011,skipped_factor_cutoff,,245760,276,0.2623922500060871,,ok,0.06,2.0,,,,,,
random,er_n120_p0.06_s2,weighted_min_fill,weighted_min_fill,,120,434,0.060784313725490195,7.233333333333333,14,2,5,3.025,erdos_renyi,mixed,48,49,1599,2536135238615040000000,21.404172408444023,2033,skipped_factor_cutoff,,245760,324,0.31102199999440927,,ok,0.06,2.0,,,,,,
random,er_n120_p0.06_s2,hybrid_lam0,hybrid,0.0,120,434,0.060784313725490195,7.233333333333333,14,2,5,3.025,erdos_renyi,mixed,48,49,1599,2536135238615040000000,21.404172408444023,2033,skipped_factor_cutoff,,245760,324,0.6702594999951543,,ok,0.06,2.0,,,,,,
random,er_n120_p0.06_s2,hybrid_lam0.01,hybrid,0.01,120,434,0.060784313725490195,7.233333333333333,14,2,5,3.025,erdos_renyi,mixed,48,49,1599,2536135238615040000000,21.404172408444023,2033,skipped_factor_cutoff,,245760,324,0.6674637919932138,,ok,0.06,2.0,,,,,,
random,er_n120_p0.06_s2,hybrid_lam0.05,hybrid,0.05,120,434,0.060784313725490195,7.233333333333333,14,2,5,3.025,erdos_renyi,mixed,49,50,1670,6763027302973440000000,21.830141140716304,2104,skipped_factor_cutoff,,245760,287,0.8034779580048053,,ok,0.06,2.0,,,,,,
random,er_n120_p0.06_s2,hybrid_lam0.1,hybrid,0.1,120,434,0.060784313725490195,7.233333333333333,14,2,5,3.025,erdos_renyi,mixed,49,50,1631,28179280429056000000000,22.449929899004697,2065,skipped_factor_cutoff,,245760,287,0.6688110000104643,,ok,0.06,2.0,,,,,,
random,er_n120_p0.06_s2,hybrid_lam0.5,hybrid,0.5,120,434,0.060784313725490195,7.233333333333333,14,2,5,3.025,erdos_renyi,mixed,51,52,1736,31701690482688000000000,22.50108242145208,2170,skipped_factor_cutoff,,43200,229,0.706984292002744,,ok,0.06,2.0,,,,,,
random,er_n120_p0.06_s2,hybrid_lam1,hybrid,1.0,120,434,0.060784313725490195,7.233333333333333,14,2,5,3.025,erdos_renyi,mixed,50,51,1752,495338913792000000000000,23.69490244746819,2186,skipped_factor_cutoff,,115200,239,0.7312860420061043,,ok,0.06,2.0,,,,,,
random,er_n120_p0.06_s2,hybrid_lam2,hybrid,2.0,120,434,0.060784313725490195,7.233333333333333,14,2,5,3.025,erdos_renyi,mixed,49,50,1708,52836150804480000000000,22.722931171068435,2142,skipped_factor_cutoff,,115200,231,0.7124004590004915,,ok,0.06,2.0,,,,,,
random,er_n120_p0.10_s0,min_degree,min_degree,,120,726,0.10168067226890756,12.1,25,2,5,2.85,erdos_renyi,mixed,64,65,2355,3324163179957505228800000000,27.521682334731704,3081,skipped_factor_cutoff,,43200,163,0.013310875001479872,,ok,0.1,0.0,,,,,,
random,er_n120_p0.10_s0,min_fill,min_fill,,120,726,0.10168067226890756,12.1,25,2,5,2.85,erdos_renyi,mixed,62,63,2310,747936715490438676480000000,26.873864852843067,3036,skipped_factor_cutoff,,43200,141,0.6155222499946831,,ok,0.1,0.0,,,,,,
random,er_n120_p0.10_s0,weighted_min_fill,weighted_min_fill,,120,726,0.10168067226890756,12.1,25,2,5,2.85,erdos_renyi,mixed,62,63,2399,6648326359915010457600000,24.822712330395685,3125,skipped_factor_cutoff,,61440,219,0.723445958996308,,ok,0.1,0.0,,,,,,
random,er_n120_p0.10_s0,hybrid_lam0,hybrid,0.0,120,726,0.10168067226890756,12.1,25,2,5,2.85,erdos_renyi,mixed,62,63,2399,6648326359915010457600000,24.822712330395685,3125,skipped_factor_cutoff,,61440,219,1.5098825419991044,,ok,0.1,0.0,,,,,,
random,er_n120_p0.10_s0,hybrid_lam0.01,hybrid,0.01,120,726,0.10168067226890756,12.1,25,2,5,2.85,erdos_renyi,mixed,62,63,2399,6648326359915010457600000,24.822712330395685,3125,skipped_factor_cutoff,,184320,230,1.5149387089913944,,ok,0.1,0.0,,,,,,
random,er_n120_p0.10_s0,hybrid_lam0.05,hybrid,0.05,120,726,0.10168067226890756,12.1,25,2,5,2.85,erdos_renyi,mixed,62,63,2399,6648326359915010457600000,24.822712330395685,3125,skipped_factor_cutoff,,184320,230,1.5085202909976942,,ok,0.1,0.0,,,,,,
random,er_n120_p0.10_s0,hybrid_lam0.1,hybrid,0.1,120,726,0.10168067226890756,12.1,25,2,5,2.85,erdos_renyi,mixed,62,63,2400,6648326359915010457600000,24.822712330395685,3126,skipped_factor_cutoff,,184320,242,1.5107803330029128,,ok,0.1,0.0,,,,,,
random,er_n120_p0.10_s0,hybrid_lam0.5,hybrid,0.5,120,726,0.10168067226890756,12.1,25,2,5,2.85,erdos_renyi,mixed,63,64,2382,179504811717705282355200000,26.254076094554673,3108,skipped_factor_cutoff,,196608,276,1.5320118340023328,,ok,0.1,0.0,,,,,,
random,er_n120_p0.10_s0,hybrid_lam1,hybrid,1.0,120,726,0.10168067226890756,12.1,25,2,5,2.85,erdos_renyi,mixed,63,64,2382,179504811717705282355200000,26.254076094554673,3108,skipped_factor_cutoff,,196608,265,1.5352007089968538,,ok,0.1,0.0,,,,,,
random,er_n120_p0.10_s0,hybrid_lam2,hybrid,2.0,120,726,0.10168067226890756,12.1,25,2,5,2.85,erdos_renyi,mixed,64,65,2419,3324163179957505228800000000,27.521682334731704,3145,skipped_factor_cutoff,,184320,148,1.535216667005443,,ok,0.1,0.0,,,,,,
random,er_n120_p0.10_s1,min_degree,min_degree,,120,727,0.10182072829131653,12.116666666666667,24,2,5,3.066666666666667,erdos_renyi,mixed,68,69,2609,8414288049267435110400000000000,30.925017375290448,3336,skipped_factor_cutoff,,115200,169,0.01414087500597816,,ok,0.1,1.0,,,,,,
random,er_n120_p0.10_s1,min_fill,min_fill,,120,727,0.10182072829131653,12.116666666666667,24,2,5,3.066666666666667,erdos_renyi,mixed,67,68,2606,6232805962420322304000000000000,30.79468360679544,3333,skipped_factor_cutoff,,124416,177,0.7282505000039237,,ok,0.1,1.0,,,,,,
random,er_n120_p0.10_s1,weighted_min_fill,weighted_min_fill,,120,727,0.10182072829131653,12.116666666666667,24,2,5,3.066666666666667,erdos_renyi,mixed,66,67,2613,224381014647131602944000000000,29.35098610756273,3340,skipped_factor_cutoff,,124416,159,0.8276482500077691,,ok,0.1,1.0,,,,,,
random,er_n120_p0.10_s1,hybrid_lam0,hybrid,0.0,120,727,0.10182072829131653,12.116666666666667,24,2,5,3.066666666666667,erdos_renyi,mixed,66,67,2613,224381014647131602944000000000,29.35098610756273,3340,skipped_factor_cutoff,,124416,159,1.723776958999224,,ok,0.1,1.0,,,,,,
random,er_n120_p0.10_s1,hybrid_lam0.01,hybrid,0.01,120,727,0.10182072829131653,12.116666666666667,24,2,5,3.066666666666667,erdos_renyi,mixed,66,67,2612,224381014647131602944000000000,29.35098610756273,3339,skipped_factor_cutoff,,124416,159,1.722712415998103,,ok,0.1,1.0,,,,,,
random,er_n120_p0.10_s1,hybrid_lam0.05,hybrid,0.05,120,727,0.10182072829131653,12.116666666666667,24,2,5,3.066666666666667,erdos_renyi,mixed,66,67,2618,84142880492674351104000000000,28.925017375290448,3345,skipped_factor_cutoff,,124416,169,1.736186624999391,,ok,0.1,1.0,,,,,,
random,er_n120_p0.10_s1,hybrid_lam0.1,hybrid,0.1,120,727,0.10182072829131653,12.116666666666667,24,2,5,3.066666666666667,erdos_renyi,mixed,68,69,2635,11686511179538104320000000000000,31.06768487885918,3362,skipped_factor_cutoff,,115200,160,1.735494207998272,,ok,0.1,1.0,,,,,,
random,er_n120_p0.10_s1,hybrid_lam0.5,hybrid,0.5,120,727,0.10182072829131653,12.116666666666667,24,2,5,3.066666666666667,erdos_renyi,mixed,65,66,2663,865667494780600320000000000000,29.937351110364173,3390,skipped_factor_cutoff,,115200,160,1.7496361660014372,,ok,0.1,1.0,,,,,,
random,er_n120_p0.10_s1,hybrid_lam1,hybrid,1.0,120,727,0.10182072829131653,12.116666666666667,24,2,5,3.066666666666667,erdos_renyi,mixed,65,66,2664,865667494780600320000000000000,29.937351110364173,3391,skipped_factor_cutoff,,115200,161,1.7575697920110542,,ok,0.1,1.0,,,,,,
random,er_n120_p0.10_s1,hybrid_lam2,hybrid,2.0,120,727,0.10182072829131653,12.116666666666667,24,2,5,3.066666666666667,erdos_renyi,mixed,68,69,2683,11080543933191684096000000000000,31.04456108001204,3410,skipped_factor_cutoff,,115200,161,1.7627665000036359,,ok,0.1,1.0,,,,,,
random,er_n120_p0.10_s2,min_degree,min_degree,,120,718,0.10056022408963586,11.966666666666667,21,2,5,3.025,erdos_renyi,mixed,67,68,2644,197209876154705510400000000000000,32.29492866036224,3362,skipped_factor_cutoff,,162000,165,0.013814666992402636,,ok,0.1,2.0,,,,,,
random,er_n120_p0.10_s2,min_fill,min_fill,,120,718,0.10056022408963586,11.966666666666667,21,2,5,3.025,erdos_renyi,mixed,65,66,2541,8414288049267435110400000000000,30.925017375290448,3259,skipped_factor_cutoff,,162000,176,0.6789275000046473,,ok,0.1,2.0,,,,,,
random,er_n120_p0.10_s2,weighted_min_fill,weighted_min_fill,,120,718,0.10056022408963586,11.966666666666667,21,2,5,3.025,erdos_renyi,mixed,65,66,2564,4207144024633717555200000000000,30.623987379626467,3282,skipped_factor_cutoff,,162000,209,0.7795367499929853,,ok,0.1,2.0,,,,,,
random,er_n120_p0.10_s2,hybrid_lam0,hybrid,0.0,120,718,0.10056022408963586,11.966666666666667,21,2,5,3.025,erdos_renyi,mixed,65,66,2564,4207144024633717555200000000000,30.623987379626467,3282,skipped_factor_cutoff,,162000,209,1.909609124995768,,ok,0.1,2.0,,,,,,
random,er_n120_p0.10_s2,hybrid_lam0.01,hybrid,0.01,120,718,0.10056022408963586,11.966666666666667,21,2,5,3.025,erdos_renyi,mixed,65,66,2561,4207144024633717555200000000000,30.623987379626467,3279,skipped_factor_cutoff,,162000,209,1.7486255419935333,,ok,0.1,2.0,,,,,,
random,er_n120_p0.10_s2,hybrid_lam0.05,hybrid,0.05,120,718,0.10056022408963586,11.966666666666667,21,2,5,3.025,erdos_renyi,mixed,66,67,2606,4487620292942632058880000000000,30.65201610322671,3324,skipped_factor_cutoff,,162000,209,1.710350291992654,,ok,0.1,2.0,,,,,,
random,er_n120_p0.10_s2,hybrid_lam0.1,hybrid,0.1,120,718,0.10056022408963586,11.966666666666667,21,2,5,3.025,erdos_renyi,mixed,65,66,2593,1460813897442263040000000000000,30.164594891867235,3311,skipped_factor_cutoff,,162000,209,1.6342214579926804,,ok,0.1,2.0,,,,,,
random,er_n120_p0.10_s2,hybrid_lam0.5,hybrid,0.5,120,718,0.10056022408963586,11.966666666666667,21,2,5,3.025,erdos_renyi,mixed,66,67,2742,18488425889503641600000000000000,31.266899936761998,3460,skipped_factor_cutoff,,162000,183,1.7747883749980247,,ok,0.1,2.0,,,,,,
random,er_n120_p0.10_s2,hybrid_lam1,hybrid,1.0,120,718,0.10056022408963586,11.966666666666667,21,2,5,3.025,erdos_renyi,mixed,66,67,2715,18260173718028288000000000000000,31.26150490487529,3433,skipped_factor_cutoff,,162000,173,1.7496110840002075,,ok,0.1,2.0,,,,,,
random,er_n120_p0.10_s2,hybrid_lam2,hybrid,2.0,120,718,0.10056022408963586,11.966666666666667,21,2,5,3.025,erdos_renyi,mixed,68,69,2744,493024690386763776000000000000000,32.692868669034276,3462,skipped_factor_cutoff,,162000,173,1.747749082991504,,ok,0.1,2.0,,,,,,
grid,grid_5x5,min_degree,min_degree,,25,40,0.13333333333333333,3.2,4,2,5,3.4,grid,mixed,5,6,37,900,2.954242509439325,77,ok,0.000694582995492965,900,89,0.000335000004270114,0.001029582999763079,ok,,,5.0,5.0,,,,
grid,grid_5x5,min_fill,min_fill,,25,40,0.13333333333333333,3.2,4,2,5,3.4,grid,mixed,5,6,37,900,2.954242509439325,77,ok,0.0006572090060217306,900,89,0.0007351249951170757,0.0013923340011388063,ok,,,5.0,5.0,,,,
grid,grid_5x5,weighted_min_fill,weighted_min_fill,,25,40,0.13333333333333333,3.2,4,2,5,3.4,grid,mixed,5,6,39,720,2.8573324964312685,79,ok,0.0006362920103129,720,89,0.0009018330019898713,0.0015381250123027712,ok,,,5.0,5.0,,,,
grid,grid_5x5,hybrid_lam0,hybrid,0.0,25,40,0.13333333333333333,3.2,4,2,5,3.4,grid,mixed,5,6,39,720,2.8573324964312685,79,ok,0.0006410000059986487,720,89,0.0021036669932072982,0.002744666999205947,ok,,,5.0,5.0,,,,
grid,grid_5x5,hybrid_lam0.01,hybrid,0.01,25,40,0.13333333333333333,3.2,4,2,5,3.4,grid,mixed,5,6,37,900,2.954242509439325,77,ok,0.0007217079983092844,900,89,0.002081291997455992,0.0028029999957652763,ok,,,5.0,5.0,,,,
grid,grid_5x5,hybrid_lam0.05,hybrid,0.05,25,40,0.13333333333333333,3.2,4,2,5,3.4,grid,mixed,5,6,37,900,2.954242509439325,77,ok,0.0006593750003958121,900,89,0.0021065000037197024,0.0027658750041155145,ok,,,5.0,5.0,,,,
grid,grid_5x5,hybrid_lam0.1,hybrid,0.1,25,40,0.13333333333333333,3.2,4,2,5,3.4,grid,mixed,5,6,37,900,2.954242509439325,77,ok,0.0006470840016845614,900,89,0.0020792499999515712,0.0027263340016361326,ok,,,5.0,5.0,,,,
grid,grid_5x5,hybrid_lam0.5,hybrid,0.5,25,40,0.13333333333333333,3.2,4,2,5,3.4,grid,mixed,5,6,37,900,2.954242509439325,77,ok,0.0006572080019395798,900,89,0.0020858339994447306,0.0027430420013843104,ok,,,5.0,5.0,,,,
grid,grid_5x5,hybrid_lam1,hybrid,1.0,25,40,0.13333333333333333,3.2,4,2,5,3.4,grid,mixed,5,6,37,900,2.954242509439325,77,ok,0.0006451670051319525,900,89,0.0020794580050278455,0.002724625010159798,ok,,,5.0,5.0,,,,
grid,grid_5x5,hybrid_lam2,hybrid,2.0,25,40,0.13333333333333333,3.2,4,2,5,3.4,grid,mixed,5,6,37,900,2.954242509439325,77,ok,0.0006330000032903627,900,89,0.0020661250018747523,0.002699125005165115,ok,,,5.0,5.0,,,,
grid,grid_5x5,oracle_depth2,bounded_lookahead,,25,40,0.13333333333333333,3.2,4,2,5,3.4,grid,mixed,5,6,39,800,2.9030899869919438,79,ok,0.0007162500114645809,800,89,0.1556310830055736,0.15634733301703818,ok,,,5.0,5.0,,,,
grid,grid_8x8,min_degree,min_degree,,64,112,0.05555555555555555,3.5,4,2,5,3.015625,grid,mixed,10,11,183,432000,5.635483746814912,295,skipped_factor_cutoff,,43200,213,0.0014569170016329736,,ok,,,8.0,8.0,,,,
grid,grid_8x8,min_fill,min_fill,,64,112,0.05555555555555555,3.5,4,2,5,3.015625,grid,mixed,10,11,183,270000,5.431363764158988,295,skipped_factor_cutoff,,72000,207,0.005656249995809048,,ok,,,8.0,8.0,,,,
grid,grid_8x8,weighted_min_fill,weighted_min_fill,,64,112,0.05555555555555555,3.5,4,2,5,3.015625,grid,mixed,10,11,170,51200,4.709269960975831,282,ok,0.002487749996362254,51200,239,0.007053290988551453,0.009541040984913707,ok,,,8.0,8.0,,,,
grid,grid_8x8,hybrid_lam0,hybrid,0.0,64,112,0.05555555555555555,3.5,4,2,5,3.015625,grid,mixed,10,11,170,51200,4.709269960975831,282,ok,0.002656124997884035,51200,239,0.01698004199715797,0.019636166995042004,ok,,,8.0,8.0,,,,
grid,grid_8x8,hybrid_lam0.01,hybrid,0.01,64,112,0.05555555555555555,3.5,4,2,5,3.015625,grid,mixed,10,11,170,51200,4.709269960975831,282,ok,0.0026258750003762543,51200,239,0.01682141599303577,0.019447290993412025,ok,,,8.0,8.0,,,,
grid,grid_8x8,hybrid_lam0.05,hybrid,0.05,64,112,0.05555555555555555,3.5,4,2,5,3.015625,grid,mixed,9,10,167,38400,4.584331224367531,279,ok,0.002474833992891945,38400,239,0.016980833010165952,0.019455667003057897,ok,,,8.0,8.0,,,,
grid,grid_8x8,hybrid_lam0.1,hybrid,0.1,64,112,0.05555555555555555,3.5,4,2,5,3.015625,grid,mixed,9,10,169,38400,4.584331224367531,281,ok,0.002629458991577849,38400,239,0.01708633299858775,0.0197157919901656,ok,,,8.0,8.0,,,,
grid,grid_8x8,hybrid_lam0.5,hybrid,0.5,64,112,0.05555555555555555,3.5,4,2,5,3.015625,grid,mixed,9,10,173,38400,4.584331224367531,285,ok,0.0025649159942986444,38400,239,0.016905416996451095,0.01947033299074974,ok,,,8.0,8.0,,,,
